customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-105474,Male,0,No,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.53,3976.24,No
CUST-106071,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.31,93.41,Yes
CUST-106749,Female,1,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,82.41,3232.73,No
CUST-103401,Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.29,2667.27,No
CUST-100511,Female,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.46,5662.79,Yes
CUST-101528,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.31,693.07,Yes
CUST-103062,Male,0,No,No,19,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.19,960.67,No
CUST-104205,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,673.38,No
CUST-105478,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.94,5979.22,No
CUST-106127,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,74.69,228.87,No
CUST-104996,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.95,1164.45,No
CUST-106907,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.48,292.43,No
CUST-100358,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.17,3653.33,Yes
CUST-101118,Female,0,Yes,Yes,69,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.18,3709.44,No
CUST-102844,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,69.97,1786.68,Yes
CUST-103626,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,81.25,4681.69,No
CUST-101031,Male,0,Yes,No,58,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.41,3812.29,No
CUST-103181,Male,1,Yes,No,51,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),75.07,3831.68,No
CUST-102258,Male,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.69,2259.28,No
CUST-102685,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.33,2924.17,Yes
CUST-100383,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,78.04,5244.66,No
CUST-102728,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),62.16,3906.0,No
CUST-101869,Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.88,1224.0,No
CUST-102436,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,3581.65,Yes
CUST-106821,Female,0,No,No,21,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.12,1398.14,Yes
CUST-106176,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.36,3223.59,Yes
CUST-100729,Female,0,No,Yes,4,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),58.16,225.37,Yes
CUST-105828,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,73.72,3023.41,Yes
CUST-105788,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.95,22.95,Yes
CUST-106697,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),68.28,1025.84,No
CUST-100024,Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.94,4648.24,Yes
CUST-103781,Male,0,Yes,Yes,21,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),63.51,1310.43,No
CUST-106846,Male,0,No,No,43,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,71.56,3037.16,No
CUST-102720,Female,0,No,Yes,51,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.22,3121.4,No
CUST-106310,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.68,639.01,Yes
CUST-102937,Female,0,Yes,No,11,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.94,550.6,No
CUST-104113,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,99.03,5742.63,Yes
CUST-102810,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.64,5236.63,Yes
CUST-105778,Female,0,No,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1176.01,No
CUST-102567,Female,0,No,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,65.9,4288.11,No
CUST-101984,Female,1,No,No,52,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.98,3386.72,No
CUST-103744,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.93,2432.27,No
CUST-104130,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.71,5506.96,No
CUST-101642,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.11,164.9,No
CUST-102035,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,72.43,5051.39,No
CUST-102856,Female,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.17,1348.3,No
CUST-100732,Female,0,Yes,No,54,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.21,3389.63,No
CUST-105403,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,1138.95,No
CUST-103484,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.99,5259.4,No
CUST-105473,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.92,1284.89,No
CUST-103131,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.79,270.56,No
CUST-100756,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,85.26,1874.63,Yes
CUST-105977,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.43,550.72,No
CUST-104077,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,89.72,6082.51,No
CUST-101837,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.08,5447.35,No
CUST-106639,Male,0,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,46.8,1693.83,No
CUST-105633,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.1,1585.7,No
CUST-104379,Female,1,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.05,1597.22,Yes
CUST-104834,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),58.36,3538.71,No
CUST-104000,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,88.01,5764.05,No
CUST-106102,Male,0,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),84.63,3961.2,No
CUST-102079,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.61,6948.87,No
CUST-105967,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.29,1677.6,No
CUST-102199,Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,76.18,5337.57,No
CUST-102699,Male,1,Yes,No,36,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,50.26,1780.55,Yes
CUST-103865,Female,0,No,No,47,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.41,3484.78,Yes
CUST-105638,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.91,89.91,No
CUST-105546,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,71.34,2845.09,No
CUST-106718,Male,0,Yes,Yes,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.81,2577.41,No
CUST-105856,Male,1,No,No,66,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.45,3977.73,Yes
CUST-104080,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.29,1719.64,No
CUST-102700,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),78.63,3529.64,No
CUST-106522,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.92,1209.36,No
CUST-106189,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.4,1434.78,Yes
CUST-104490,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.48,2823.64,No
CUST-105299,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.36,3885.71,No
CUST-106734,Male,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.37,1875.58,Yes
CUST-103673,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,75.67,5211.7,Yes
CUST-106591,Female,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,87.07,2885.14,No
CUST-102153,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.08,356.11,No
CUST-100760,Male,1,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.92,4392.39,No
CUST-104783,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.33,1382.33,No
CUST-102883,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,83.64,5427.89,Yes
CUST-106132,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),88.93,5704.99,No
CUST-106897,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),75.28,516.96,No
CUST-103363,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.97,265.86,Yes
CUST-105745,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.31,484.48,No
CUST-104588,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),95.35,3907.17,Yes
CUST-101182,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.96,5228.85,No
CUST-105690,Male,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,400.36,No
CUST-105563,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,71.84,1562.2,No
CUST-102311,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.64,50.36,Yes
CUST-103106,Female,1,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.34,344.87,No
CUST-104530,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),78.23,2006.03,No
CUST-103337,Male,0,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.0,811.05,No
CUST-106564,Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,89.47,3386.11,No
CUST-102276,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),72.38,3725.72,No
CUST-106153,Male,0,No,No,25,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.23,1399.7,Yes
CUST-103073,Female,0,No,No,65,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,67.39,4394.01,No
CUST-101240,Female,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,85.39,5746.07,No
CUST-104046,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.05,3394.68,No
CUST-100345,Male,0,No,No,13,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),58.48,744.41,Yes
CUST-104549,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.02,4431.04,Yes
CUST-104632,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.18,223.8,No
CUST-103814,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.46,796.56,No
CUST-102604,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,80.03,2396.9,No
CUST-106190,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,4614.93,Yes
CUST-103077,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.19,2103.47,No
CUST-105936,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.26,1529.22,No
CUST-106331,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.68,2954.45,No
CUST-105627,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.94,777.64,No
CUST-101791,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,55.41,2179.98,No
CUST-106066,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.54,509.47,Yes
CUST-104333,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,72.01,716.68,Yes
CUST-104378,Male,1,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.63,5545.61,No
CUST-103474,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.22,1508.29,No
CUST-105306,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.56,878.03,Yes
CUST-105418,Female,1,Yes,Yes,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,67.11,3518.03,No
CUST-103341,Male,1,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.24,1720.82,Yes
CUST-105133,Male,0,No,No,29,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,86.99,2548.42,No
CUST-104664,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.3,6422.98,No
CUST-104740,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),81.68,2114.07,No
CUST-103541,Female,0,No,No,72,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,71.13,5101.68,No
CUST-103016,Female,0,Yes,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.02,3790.8,No
CUST-104539,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,87.97,700.43,Yes
CUST-105978,Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,846.69,No
CUST-106798,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.97,5468.0,No
CUST-105820,female ,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,97.53,3024.03,No
CUST-106214,Female,0,Yes,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,705.11,No
CUST-105294,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,95.85,4687.8,Yes
CUST-102302,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),61.92,3973.89,No
CUST-101126,Female,1,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.26,2192.33,No
CUST-103438,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.22,3635.21,No
CUST-103159,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.68,1502.75,No
CUST-100149,Male,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),70.05,274.65,Yes
CUST-105558,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,77.0,3643.45,No
CUST-102464,Male,0,No,No,9,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,44.75,383.39,Yes
CUST-103816,Male,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.75,1807.26,No
CUST-103225,Female,0,No,No,47,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,46.61,2189.39,No
CUST-103935,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.76,1080.29,No
CUST-100052,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.32,1284.37,Yes
CUST-100671,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.83,851.34,No
CUST-105097,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.75,1130.07,Yes
CUST-100529,Female,1,No,No,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,88.17,5816.85,No
CUST-102779,male ,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,93.72,6726.65,Yes
CUST-105738,Male,0,Yes,No,62,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),68.28,4248.8,No
CUST-104411,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.88,25.88,No
CUST-102001,Male,0,Yes,Yes,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),56.83,3213.16,No
CUST-102557,Female,0,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,1147.26,No
CUST-106689,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.65,3059.58,No
CUST-106168,Female,1,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.47,647.59,No
CUST-106384,Male,0,No,No,61,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),50.65,3093.77,No
CUST-104320,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.26,1110.31,Yes
CUST-104021,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.49,1038.1,No
CUST-100525,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,82.88,1972.65,No
CUST-106281,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.42,843.92,No
CUST-101921,Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.21,1646.88,No
CUST-101163,Female,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,62.71,3852.65,No
CUST-104741,Male,1,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),54.01,530.81,No
CUST-103157,Female,1,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.41,,No
CUST-101276,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,71.07,1215.39,No
CUST-101375,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,67.29,3244.88,No
CUST-105235,Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.03,85.03,No
CUST-104528,Male,1,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.32,2620.52,No
CUST-102893,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.46,5374.19,No
CUST-104268,Male,1,Yes,No,10,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.13,872.97,Yes
CUST-101463,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),71.07,831.75,No
CUST-106746,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.29,2371.69,No
CUST-103701,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),75.93,1133.59,No
CUST-106506,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.86,386.95,No
CUST-102966,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.32,4859.45,No
CUST-101189,Male,0,No,No,31,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,50.92,1586.67,No
CUST-102441,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),72.28,1486.64,No
CUST-101930,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,95.17,846.11,No
CUST-105911,Male,0,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.84,546.35,Yes
